city,lat,lon
Torres,-29.3373663,-49.7299648
Pulgar,39.693534,-4.1528876
Villamantilla,40.3421033,-4.1300303
Machacon,40.9260708,-5.5241651
Aravaca,40.457749,-3.7827941
Nuevo baztán,40.3659255,-3.2443102
Madridejos,39.4697204,-3.5353737
Cobisa,39.8066716,-4.0288719
Colmenarejo - madrid,40.5607257,-4.0165248
Bercianos del páramo,42.3809862,-5.7038921
Santorcaz,40.4715789,-3.2335594
El pilar de la horadada-alicante,37.9068525,-0.8426597
Ribeira,42.5805628,-9.013685
Ab,55.001251,-115.002136
Tornabous,41.7009545,1.0533853
Montrás ,41.9080196,3.144796
Caldes d'estrac,41.5719788,2.5277607
San miguel de serrezuela,40.6701416,-5.2877253
Chozas de canales,40.0994053,-4.0438492
Torrellano,38.29313,-0.587777
Lasarte ,42.80913895,-2.691624363374313
Mujica,10.02971,-67.4605394
San miguel de las dueñas,42.5853777,-6.5234927
Villanueva del fresno ,38.3753938,-7.1656367
Pepino,40.0326263,-4.8024429
El real de la jara,37.9494108,-6.1511261
Mora,39.683248,-3.7729231
Los montesinos,38.0274262,-0.7434529
Borredà,42.1355536,1.9941054
Siero,43.3952982,-5.635702393762417
El entrego ,43.28726995,-5.644691232973251
Alcazar de san juan,39.3899806,-3.2101376
Polan,52.215933,19.134422
Arenys de mar,41.5797031,2.5491562
Maluenda,41.287275,-1.6159405
Villaobispo de las regueras -leon,42.6132607,-5.5486764
Els alamús,41.6144087,0.7397036
Noblejas,39.9803187,-3.4403876
Berlanga de duero,41.4661935,-2.8608847
Castellón ,40.25185675,-0.061505110105748245
Alborea,39.2790903,-1.3960986
Negreira,42.9109711,-8.7349564
West covina,34.0471735,-117.8963242650494
Torre de la horadada,37.86783875,-0.7564978252702437
Cornella de llobregat,41.355724,2.0706225
Baena,37.6173035,-4.324371
Yuncos,40.0871868,-3.8735226
Moratalla ( murcia ),38.1884392,-1.8909344
Vallada,38.8959364,-0.6890986
Parbayon,43.3761825,-3.8906116
Trapagaran,43.3047516,-3.0379311
Pedreña,43.43862,-3.76759
"Camariñas, la coruña",43.1297203,-9.1851613
Guadassuar,39.1857839,-0.4778181
Alcolea del río,37.6145948,-5.6684391
Roda de bara,41.18442535,1.4579375520269875
Seseña nuevo,40.0677392,-3.6745459
Crasto,40.8339836,-8.4160485
Palleja,41.4223425,1.9969904
La pobla de segur,42.2473665,0.9672725
La guardia,39.7861587,-3.4750404
Callús,41.7824664,1.7837664
Cuéllar ,41.3997643,-4.3150702
Castilblanco de los arroyos,37.6750431,-5.9889206
Sentmenat,41.6110502,2.1374456
Aldea moret,39.4498451,-6.3896506
Sant cugat valles,41.467969,2.0782386
Ontigola,40.00348,-3.572782
Alhaurin de la torre ,36.6627542,-4.562753
Sant pol de mar,41.6030132,2.6238092
Torredembarra,41.146155,1.3959508
Pollos,41.4433109,-5.12548
Mohernando,40.8033391,-3.1759957
Ba6,38.70952405,-9.026909722030773
Purchil(vegas del genil),37.1717578,-3.6674242
Villamiel de toledo,39.9839099,-4.126224
Sta eulalia del rio,38.9869735,1.500017
Macastre,39.3820383,-0.7854865
La manga del mar menor,37.6638771,-0.7264062
Puzol,17.9388374,120.5151916
Baiona,43.4933379,-1.475099
Bedia,43.2084398,-2.8019783
Almodovar del rio,37.8112483,-5.0194742
Antas,37.2452206,-1.9181629
Isla,35.887175,14.517307
La nucía ,38.6133727,-0.1257319
Moraira-teulada,38.6880943,0.1344619
Moncofa,39.808205,-0.1452657
Archena,38.1143096,-1.2989081
Santovenia de pisuerga ,41.693651,-4.6895991
La puebla de cazalla ,37.2219965,-5.3119668
La union,16.5735957,120.4089899
Montilla,37.5811178,-4.6414726
Corrales,41.3577746,-5.7252637
São félix da marinha,41.0305323,-8.6290322
Vegaquemada,42.8187806,-5.3322752
Formentera del segura ,38.0851143,-0.7459956
Els monjos,41.3145948,1.6600909
Riudecanyes,41.1303686,0.9618942
Argamasilla de alba,39.1286071,-3.0903226
Termens,41.7189644,0.7627618
Noguerones,37.6566286,-4.1616136
A valenza,42.3145051,-7.8851194
Villaviciosa de odón ,40.3573787,-3.9002334
Begur,41.9541918,3.2088349
Jerez (guadalcacin),36.7138861,-6.0883489
Valencia de don juan,42.2936047,-5.5188832
Almayate bajo (velez-málaga),36.7243919,-4.1236762
Sant cugat del valles ,41.4728432,2.0817809
Fuentes de ebro,41.5113985,-0.6286721
Belmonte de miranda ,43.27306005,-6.261394419297124
Hospitalet de llobregat (l'),41.3598601,2.0997927
Calvià,39.5464408,2.5113385
Palma de mallorca.,39.5695818,2.6500745
Valenzuela,37.7751808,-4.220174
Molina de aragon,40.8435978,-1.8879403
Pinofranqueado,40.3017563,-6.3326162
Llança,42.3646215,3.1581373
Santa mari del camí,39.561757,2.6214356
Benahadux,36.9251533,-2.460209
El campello ,38.427416,-0.3983685
Noreña,43.3940202,-5.7067183
Pareton,37.7137104,-1.4050626
Conil de la frontera,36.2770217,-6.0881491
El pont de vilomara,41.7015043,1.8726147
Huércal-overa,37.3905441,-1.9436597
"Chiclana de la frontera, cádiz ",36.4191096,-6.1460683
Hondarribia,43.3671565,-1.7972458953457267
Almonacid de zorita,40.3290787,-2.8504403
Mazuecos,40.2630912,-3.0115433
Torrejon de velasco ,40.1869283,-3.7769069
Alzira ,36.7753606,3.0601882
Marratxi ,39.621369349999995,2.7328446354668054
Jalón,38.7408285,-0.0116019
Estartit,42.0512172,3.1990824
Luque,-25.2665417,-57.4926928
Revenga segovia,40.8730873,-4.1038239
Sant francesc de formentera,38.705403,1.428441
Porzuna,39.1467027,-4.1540817
Carchuna,36.7025885,-3.4415304
Albolote,37.2306219,-3.6570779
La fresneda,40.9278946,0.0742598
Cortijos de marín,36.7578449,-2.6562428
Aracena,37.8949414,-6.5624496
Las ventas de retamosa,40.1549585,-4.1142313
Belchite,41.3061444,-0.7547209
Arenzana de abajo,42.3865969,-2.7188924
Zurita de piélagos ,43.3476194,-3.9883478
La pobla tornesa,40.1026879,-0.0014726
Torelló,42.0478304,2.2643391
Navalmoral de la mata ,39.8928306,-5.5401199
Tordera,41.6977173,2.7172987
"Benimamet, valencia",39.502816,-0.4210846
Ribesalbes,40.0223607,-0.2785144
Utrillas,40.8127979,-0.8438735
Berriz,43.1690476,-2.57392
Torrelles de llobregat,41.3565232,1.9816276
Vallirana,41.3877623,1.9320806
Monesterio ,38.0876314,-6.2732538
Campanillas,36.7140494,-4.5249768
Vielha,42.7016925,0.7954956
Balsapintada,37.7537822,-1.1052971
Jabaga,18.1058754,77.5706319
Longares,41.40284,-1.1681774
Torralba de calatrava,39.0170808,-3.7502053
Coria del río ,37.2892112,-6.0535287
Miguelturra,38.9648147,-3.8898604
Paiporta-valencia,39.4288431,-0.4193767
Icod de los vinos,28.3680548,-16.7176389
Guadalcacin ( jerez de la frontera).,36.7138861,-6.0883489
Cabrils,41.5262354,2.3676258
Candás,50.1068897,2.2587844
Villaminaya,39.7114161,-3.8711454
Salamaca,39.6824798,-3.772759
Daimus,38.9687811,-0.1534297
Cunit,41.197596,1.6344596
El valle-carreño,43.548303,-5.7345768
Baqueira,42.6992676,0.9316411
Torrente,39.436668,-0.4656213
Tona,41.8538039,2.2280115
Los alcazares,37.7383035,-0.8507288
San agustín de guadalix,40.676616,-3.6220193
Amorebieta ,43.2167598,-2.7364558
Villalobon,42.0306729,-4.5036687
Alhama de granada,37.0028286,-3.9891096
Brihuega,40.7592489,-2.8703477
Cortijos nuevos,38.2482595,-2.7248004
Belvis de la jara,39.7594199,-4.9496046
La aparecida - orihuela,38.0807637,-1.0092884
Alguazas,38.0515024,-1.2416437
San juan pueblo,15.5994821,-87.2084422
Guijuelo,40.5578842,-5.6704362
08389,37.4821282,126.89531915
Villamiel,40.1870837,-6.7837201
Pueblo nuevo ,20.54810825,-101.3656228324851
...la florida,-33.530816599999994,-70.54407548567474
Priego de córdoba,37.4384292,-4.1980422
"Aljucer, murcia",37.9557491,-1.1529231
Guadalupe,16.2490067,-61.5650444
Posadas ,-27.4035083,-55.949711812781445
Zestoa,43.2401376,-2.2585203
Sedavi,39.4247119,-0.3834581
La vall d'uixó,39.8235837,-0.2316995
Los palacios,22.5854043,-83.248131
Montmelo,41.5515189,2.2480812
El ronquillo,37.7260948,-6.1765564
Villamanrique,38.5457838,-2.9979338
Ponte do porto,41.6156796,-8.3425009
Prádanos de ojeda,42.6804098,-4.3470193
Logroño ,42.4661196,-2.4396676
Ávila,40.656478,-4.7002172
Andújar ,38.0392362,-4.0505603
Boiro,42.6462941,-8.8858718
La pobla vallbona,41.1917184,0.3422187
Ciutadella de menorca,40.0017479,3.8376613313267955
Tornavacas,40.2556866,-5.6885137
Casserres,42.0138199,1.843045
Olias del rey,39.9447357,-3.9872516
Fuente victoria,36.9850358,-2.8761744
Conil,36.2770217,-6.0881491
Calonge,39.4007378,3.2039972
Lezo,43.3212392,-1.8996138
Segur de calafell ,41.1924042,1.6063153
Zumárraga,43.0859968,-2.3140925
Guadix,37.3006914,-3.1351956
Palma del rio,37.6949622,-5.2804262
Cabanillas del campo ,40.6372767,-3.2364049
Velilla de san antonio ,40.367166,-3.4874435
Revenga(segovia),40.8730873,-4.1038239
Quintanar de la orden,39.5908125,-3.043053
La aljorra,37.691979,-1.0690142
Zuera,41.8659094,-0.7886383
Minas de riotinto,37.6934021,-6.5917128
Durango bizkaia,43.1707065,-2.6334897
Águilas,37.4099628,-1.5804922
Casas ibáñez,39.2869161,-1.4706566
Poblets,38.8492741,0.0177943
Guadalcanal,-9.59842095,160.1485117018448
Santa cruz de campezo,42.668913399999994,-2.3386126451961076
Navas del rey,40.3863666,-4.2508402
Montornes del valles,41.542545,2.2670557
Osuna,37.2373532,-5.1033306
Els omells de na gaia,41.5004581,1.0755336
Cabeza del buey,38.7213385,-5.2193891
Carbajal de la legua. león,42.6567882,-5.6067369
Coín,36.6600506,-4.7565615
Huetor tajar,37.1966709,-4.0466475
Tarragona ,41.1172364,1.2546057
Banyeres de mariola,38.7160124,-0.656891
Vilagarcia ~ vilagarcia de arousa,42.5954616,-8.766849
Laracha,43.2484663,-8.5816182
Noain,42.73169675,-1.5874601671218005
Torreblanca ,40.2202661,0.1953363
Caldas da rainha,39.4072118,-9.1346004
Turón,36.8637375,-3.0575117
Las vegas- corvera  de asturias,43.5359364,-5.9009356
Coruña,43.3709703,-8.3959425
Alicante/alacant,38.3436365,-0.4881708
Griñon,40.2136607,-3.8581479
Puigpelat,41.2779295,1.301778330365389
Santiago,-33.4377756,-70.6504502
Almoines,38.9434696,-0.1809757
Bidania-goiatz,43.1406008,-2.160723
San millán de la cogolla,42.3295206,-2.8617801
Santanyí,39.3543115,3.1294799
Campanet,39.7750599,2.9651254
Bormujos ,37.3715939,-6.07133
Ciempozuelos,40.1580087,-3.6205514
Quinto,41.4248588,-0.4976071
Finisterre,48.24511525,-4.044090245241742
Sant joan d'alacant,38.4014162,-0.4359957
Rafelbuñol,39.5884632,-0.3325421
Artés,43.4645781,-0.6150029
Chantada,42.6089783,-7.8218597
Barañain,42.8048344,-1.6810202
Moncofa ,39.808205,-0.1452657
Puebla de la calzada,38.8936017,-6.6261713
Salg ,58.3647632,11.2491658
Cuéllar,41.3997643,-4.3150702
Mallorca - puerto pollensa,39.9196811,3.0567903
Castro del río ,37.6911602,-4.4826954
Canet de berenguer ,39.6800217,-0.2211327
Pontedeume,43.4072585,-8.1718823
Casares costa,36.3838904,-5.2145081
Raíces nuevo-castrillón ,43.5743258,-5.9421331
Terrassa ,41.5629623,2.0100492
Valle de santa ana,38.365062,-6.7885684
Nogales de pisuerga ,42.6696348,-4.3063017
La carolina ,38.2742478,-3.6152701
Soneja,39.8152946,-0.4310859
Campaspero,41.49234,-4.19362
Aldeanueva de la vera ,40.1289818,-5.6999822
Berlanga,38.2827163,-5.8303175
Sallent de gállego,42.7750009,-0.3590749615190464
Vilaseca,44.3914633,1.3150255
Gran alacant (santa pola),38.222796,-0.5197043
Santa engracia de jaca,42.5975601,-0.7848788
La puebla de alfinden,41.631587,-0.7508841
Boñar,42.866767,-5.3233221
Azuqueca,40.5610094,-3.2653441
Sopuerta,43.2768146,-3.1586864
Quart (girona),41.9401591,2.8413516
Oyón - oion,42.506553,-2.4357886
Arroyo de la encomienda,41.6221279,-4.7813957
Talavera la real ,38.8771848,-6.7707705
Orgiva,36.9004942,-3.4238759
Viana do castelo,41.8803257,-8.523255293554344
Almanzora ( cantoria),37.3524561,-2.1934809
Salt,41.9741672,2.7949886
Mislata,39.4751444,-0.4179125
Hontanaya,39.7158522,-2.8349384
Maó,39.8894819,4.2661641
Puente genil ,37.387395,-4.7716241
Cabra,37.4718153,-4.4335616
Sant adria de besos,41.4304832,2.2182775
Alcudia,39.8532473,3.1212505
Callosa de ensarria,38.6505808,-0.1188334
Hondón de los frailes,38.2757919,-0.9299943
Alhaurín de la torre,36.6627542,-4.562753
Ampuero,43.3440563,-3.4151482
Santa perpetua,41.997934,2.1959119
Estella,42.672094,-2.0314834
Aznalcazar ,37.3035085,-6.2508499
Sesue,42.5511669,0.472037
Moraleja de enmedio,40.2615532,-3.8612117
Navalonguilla,40.2785512,-5.500736
Cangas del morrazo,42.26363,-8.7841192
Miño,43.3477455,-8.206297
Tardienta,41.9784366,-0.5360237
Baião,41.16930605,-7.977295769675545
Oropesa del mar (castellón de la plana),40.0932103,0.1353519
Cabrales,43.2678898,-4.8266084018751805
Ledaña,39.3561864,-1.715765
Santa ponsa,39.933156,4.122724409845874
Iznajar,37.2567255,-4.3100913
La roca del valles,41.5883381,2.3314594
Cabezon de la sal,43.3080667,-4.2358532
Islantilla -lepe,37.2068717,-7.2268062
Colmenar del arroyo,40.4179997,-4.1972768
Mataró ,41.5398348,2.4448926
Roda golf-san javier,37.7743335,-0.8509321
Monzón ,41.9143981,0.1922412
San juan-alicante,38.3680379,-0.562756
Lahiguera ,37.9710139,-3.9914609
Hondarribia ,43.3671565,-1.7972458953457267
Terrassa (bcn),41.5629623,2.0100492
Fonteculler,43.3274704,-8.3820534
Piedrahita ,40.4635304,-5.3277166
Monzón,41.9143981,0.1922412
Castello,40.25185675,-0.061505110105748245
Tielmes,40.2465011,-3.3136206
Ceclavin,39.8224249,-6.7734102
Olula del rio,37.3552688,-2.2965931
Alcala de guadaira ,37.3397709,-5.8408396
Ayoó de vidriales,42.1305787,-6.0641972
El casar,40.7021635,-3.4293352
Sant cugat del vallès ,41.4728432,2.0817809
Sant vicenç de montalt,41.5787122,2.5103642
Renteria,43.3125271,-1.8986133
La cistérniga,41.6121464,-4.6851558
Escalona del alberche,40.1665576,-4.4038607
Mallen,41.9046128,-1.4205413
Nava de la asuncion,41.1555121,-4.4878095
Gernika lumo,43.3143628,-2.6778511
Las matas (las rozas de madrid),40.5567102,-3.8946779
Móstoles ,40.3238525,-3.8649214
Silla valencia ,39.3632045,-0.4112618
Olocau,39.7006763,-0.531206
Calabardina,37.4342993,-1.5027725
Beas de segura,38.2526786,-2.8908722
Alcora,40.0744223,-0.2138589
Puente san miguel,43.3598835,-4.0876115
Exfiliana,37.2676038,-3.1028105
Valdetorres de jarama,40.6949667,-3.5124511
Laukariz,43.3384457,-2.8528127
Donostia - san sebastian ,43.3224219,-1.9838889
Santo  domingo de la calzada ,42.4406711,-2.9536395
Tavernes de valldigna,39.0765423,-0.2490735749702362
Cascais,38.72240025,-9.396909171649877
Ortuella,43.3105667,-3.0555981
Nuevo baztan,40.3659255,-3.2443102
Calanda,40.9391772,-0.2311636
Baena ,37.6173035,-4.324371
La torre de claramunt,41.5352891,1.6609381
Heras,43.3965729,-3.7654116
Arrieta ,43.3416679,-2.7693167
Museros,39.5644775,-0.3426529
Bollullos de la mitacion,37.3399004,-6.1376821
Camariñas,43.1297203,-9.1851613
Gines ,37.3877985,-6.0785818
Hernansancho,40.8525078,-4.714265672608823
Santomera ,38.0615839,-1.0490938
Benamahoma,36.7634575,-5.4653727
S'agaro,41.7947494,3.0560269
Alora,36.8238814,-4.7063011
Murueta,43.3514766,-2.6811763
Karrantza,43.2388933,-3.3577112
Arenas de san juan,39.2193056,-3.5027025
Cangas,42.2647235,-8.7796487
Riudoms,41.1390915,1.0519702
Carrascal de barregas,40.9785475,-5.761562
Vera playa,37.2282081,-1.8025371
"Soto de llanera, urbanizacion",43.4400371,-5.774740225032636
El villar de puertollano,38.6426034,-4.0137123
Montcada o reixac,41.4954894,2.1994053
Almayate bajo,36.7243919,-4.1236762
Villafranca,44.2957339,12.0181633
La puebla de los infantes ,37.7807467,-5.3893743
Albornos,40.832289450000005,-4.889028793440273
"Nigran, playa america ",42.13494475,-8.817768953240787
Ujo - mieres,43.2050857,-5.7913229
Bracelona,41.4115065,2.1447031
Rota naval,36.63925965,-6.341351977616611
Campredó (tortosa),40.7605468,0.5536973
Barbastro ,42.035291,0.1273884
Lliçà d'amunt ,41.6104867,2.2397066
Porto cristo,39.5423251,3.3344312
Alaior,39.9337077,4.1397673
Casas de haro,39.3250186,-2.2710778
Es castell,39.879862,4.2904574
Borja,41.8348235,-1.5337542
Mazarron,37.5986534,-1.3138511
Campllong,41.8948831,2.8309625
Els hostalets de pierola,41.5347031,1.7672479
Villanueva de la fuente ,38.6926503,-2.693727
Colmenar viejo ,40.6587901,-3.7663207
Andosilla,42.3776047,-1.9434186
Rute,37.3253037,-4.3699771
Pantín,48.8965023,2.4019804
Rinconada- muñico,40.7222641,-5.0296875
"Es coll d'en rabassa, palma",39.5507976,2.6962572
Arrankudiaga,43.1731446,-2.9199144
Benalmádena costa,36.5931193,-4.5253759
Horche,40.5655103,-3.0641857
Fregenal de la sierra,38.1663968,-6.6525749
La calzada,41.059077,-0.4741735
Soto del real ,40.7534432,-3.7866573
Viloira - o barco de valdeorras,42.4056988,-6.9849056
Calera y chozas,39.8826545,-4.9791609
Gavà,15.3503192,74.10178169795284
Ecija,37.5406007,-5.079589
La pobla llarga,39.0854584,-0.4772459
Ponta delgada,37.7394344,-25.6683618
Soto de llanera,43.4404796,-5.7741069
Albatera,38.1786069,-0.8695616
Valle de trapaga-trapagaran,43.3047516,-3.0379311
Lorquí,38.0815272,-1.2536182
Montorio,42.5852589,-3.7767155
Grijota,42.0524901,-4.5822734
El palau d'anglesola,41.6518395,0.8817474
Miami playa (montroig del camp),41.010183,0.9378257
Sodupe (gueñes),43.198001,-3.0488021
25600,37.74133495,128.8733867620952
La sénia,40.6352128,0.2810833
Algés,38.705234950000005,-9.228878991510486
Tossa de mar,41.7197773,2.9312155
Palau-saverdera,42.3079473,3.1470824
Talavera de la reina - toledo,39.9603798,-4.8311717
Puebla de sancho pérez ,38.3960293,-6.399336
Olvega,41.779562,-1.9843627
Xilxes playa,39.7672432,-0.1567445
Santa coloma de gramenet ,41.4515626,2.2083371
Daganzo de arriba ,40.5451953,-3.45785
Santanyi,39.3543115,3.1294799
Vallgorguina,41.6473229,2.5100384
Los santos de maimona ,38.4494338,-6.3817648
Benetusser ,39.4228928,-0.3974783
Palafolls,41.6673913,2.7499262
El parador de hortichuelas,36.8097935,-2.6000981
Montbrió del camp,41.1200937,1.0057341
Aldeaseca de la armuña,41.019316,-5.6694177
Colmenarejo,40.5607257,-4.0165248
Niguelas,36.9776619,-3.5387816
Puigcerda,42.4317966,1.9278693
Isla cristina,37.2036925,-7.3238913
Santa maria palautordera,41.671827,2.454225
Prado del rey,36.7879415,-5.5572276
Balazote,38.8850397,-2.1525166
Quismondo,40.1056113,-4.3243085
Viveros,38.7729236,-2.5751024
Gorliz (bizkaia),43.4139073,-2.9351774
Gorliz,43.4139073,-2.9351774
Grao castellón,40.6160785,0.0525724
La seu d'urgell ,42.3575723,1.4560067
Caravaca de la cruz,38.1046979,-1.861118
La zubia,37.1206862,-3.5850833
Las labores ,39.2744812,-3.5187184
Villaviciosa  de odón,40.3573787,-3.9002334
Trespaderne,42.8025289,-3.3905472
Añover de tajo ,39.9877375,-3.7660548
Valle de trapaga,43.3047516,-3.0379311
Torrejón de la calzada,40.2006804,-3.7993298
Mostoles ,40.3238525,-3.8649214
L'alcúdia,39.1947105,-0.5042406
Etxebarria,43.2542252,-2.4765923
Albal,39.3956438,-0.4150821
Argamasilla de calatrava,38.7268428,-4.0792825
Sante fe,3.771515,-59.602464
Calasparra ,38.2309457,-1.7000042
Sollana,39.2784514,-0.3818215
Puerto de vega ,43.564007,-6.6475329
Valldoreix,41.4599073,2.050516
Castro-urdiales,43.3843347,-3.2162576
Santiago medio cudeyo,43.3898502,-3.7891033
Hospital de orbigo,42.4636603,-5.8821214
Ascó,41.1805311,0.5679989
Sanlucar la mayor,37.3864113,-6.2024485
Puerto lumbreras,37.5635045,-1.8076233
Sant boi,41.3484877,2.0429512
Ventorros de san josé,37.2473175,-4.1508432
Noia,42.7850763,-8.8877375
Polinyà,41.5581661,2.1584568
Batres,40.2091393,-3.9215947
Sant pere de torelló,42.0754755,2.2955862
Malpica de tajo,39.8946197,-4.54845
Aldea del fresno,40.3215212,-4.19936
Alosno,37.5496719,-7.115795
Vall de uxo,39.8165663,-0.226110099373807
Ibarra,43.1316471,-2.0622574
Villanueva de los caballeros,41.7591711,-5.2479646
Sabiñánigo,42.518364,-0.3647899
Balerma,36.7314101,-2.8870654
Cee,42.9555564,-9.1900013
Bellcaire d'empordà,42.0810857,3.0944347
Figueroles,40.1174043,-0.2380778
Otura,48.7633248,17.8303857
Gelves,37.3395756,-6.0260114
"Cruces, baracaldo",43.2822795,-2.9822667
Villanueva del trabuco,37.0283874,-4.337989
Puente genil,37.387395,-4.7716241
San martin de valdeiglesias,40.3625,-4.3986503
Almedina,38.6240327,-2.954419
Miguelañez,41.1217211,-4.3642121
Almadén,38.7742489,-4.832835
Burguillos de toledo,39.7983122,-3.9915094
Playa san juan,20.5459209,-86.93108107289333
Lucena del cid,40.1372729,-0.2808155
Felanitx,39.4731681,3.1476731
Pola de lena ,43.1615692,-5.8281354
Cabezo de torres,38.0252582,-1.1260543
Grao de gandia,38.9916083,-0.1600768
Chapela redondela,42.2628402,-8.6647736
Sta. eulalia del rio,38.9869735,1.500017
E,31.15305035,112.88064226239663
Matalascañas,36.9990019,-6.5478919
Trillo,40.7014301,-2.5930177
Benaguasil ,39.5942907,-0.588849
Pozuelo del rey,40.3664055,-3.3200082
Villa del prado,40.2764752,-4.3048032
Quart,45.7409575,7.4143619
San isidro de benageber (moncada),39.5675125,-0.3980584
Riego de la vega,42.388342,-5.9826151
Piedras blancas ,-31.1908228,-59.901149318545706
Palafolls ,41.6673913,2.7499262
El pozo de los frailes,39.6725406,-2.875884
Segorbe,39.8519011,-0.4895537
 sonabia - castro urdiales,43.4097875,-3.3277924
Cubelles,41.2083363,1.6730541
Sant quirze valles,41.530060399999996,2.0885652111755557
Ronda ,36.7421339,-5.1665916
Boadillla del monte,40.39439905,-3.851054288132895
Alagon,41.7711121,-1.1188807
Valldoreix ( san cugat del vallés),41.4599073,2.050516
La línea de la concepción ,36.1677899,-5.3482396
V,31.5313113,34.8667654
Sierro,37.3214457,-2.3986429
Belicena,37.1729422,-3.688527
08027,40.20000450344828,9.358320947985098
Perales del puerto,40.1546159,-6.6821602
Puerto de mazarrón,37.5644401,-1.260891
Santiponce,37.4355931,-6.039916
Elorz,42.7332422,-1.5613933
Sanlúcar la mayor,37.3864113,-6.2024485
Guardamar del segura,38.0899985,-0.65381
Quesa,39.1196086,-0.7402726
Patones,40.8548194,-3.483954
Tineo,43.309275299999996,-6.491952249131376
Turis,39.389881,-0.7104813
Valencia de d. juan,-33.3590187,-70.7166334
St.feliu de guixols,41.7838827,3.0283195
El astillero,43.4001931,-3.8185789
Sanzoles,41.4316769,-5.5668032
Elciego,42.5153808,-2.6181739
Épila,41.5984995,-1.2796166
Renedo ,43.354601450000004,-3.9538952987855325
La cañada de san urbano,36.8414444,-2.4070041
Olloki,42.8406132,-1.5846623921877634
Muros,40.678061,8.617315
Playa puebla de farnals,39.5641445,-0.2829971
Los corrales de buelna,43.2619686,-4.0667653
Zumaia,43.296653,-2.2571182
Arrasate,43.0656783,-2.4900779
Puerto lumbreras ,37.5635045,-1.8076233
Cantoria,37.3524561,-2.1934809
La puebla de arganzon,42.7666976,-2.8309644
Alcoi,38.6982275,-0.4747767
Monteagudo,41.9620037,-1.6939437
Arjonilla,37.9740992,-4.1068464
Escalonilla,39.9249689,-4.3488172
La roca del vallés,41.5883381,2.3314594
Masias,39.5634171,-0.4082909
Cieza (murcia),38.2392273,-1.418875
Ibarra- aramaio,43.0527681,-2.5646263
Codesal,41.9694898,-6.3816166
Villaviosa de odon,40.3608021,-3.916811665110899
"Villarcayo, villarias",42.9169605,-3.5325392
Garrucha,37.1853447,-1.8204711
Alboraia,39.5009954,-0.34948
Pozuelo de alarcón ,40.4346528,-3.814834
S.s. de los reyes,-32.7962952,-70.5633616
La cabrera ,40.8651738,-3.6125468
 maria de huerva,41.5381825,-0.9974129
Ciempozuelos ,40.1580087,-3.6205514
Vairao vila do conde,41.3308906,-8.6642257
Fornells de la selva,41.9319675,2.8090343
Gandía,38.9675925,-0.1803423
Cala ratjada ,39.7106384,3.4602126
Benasque,42.6052663,0.5237318
Chiva ,39.4726098,-0.7178348
Erandio (astrabudua),43.3146232,-2.9867981
La horcajada,40.4366655,-5.4661296
Jimena de la frontera,36.4327335,-5.4527477
Sta. coloma de farners,41.8603109,2.6659047
Olula del río ,37.3552688,-2.2965931
Aliaga,40.6735719,-0.7031715
Carrazeda de ansiães ,41.24694415,-7.3033782535900595
Castello d'empuries,42.2591074,3.0746425
Sopelana,43.3802735,-2.9838326
Amadora,38.7595162,-9.223677009460125
Castellar del valles ,41.6138122,2.0875963
Naron,43.5010981,-8.1923091
Quintanar del rey ,39.345652,-1.9281261
Peñas de san pedro,38.7266169,-2.0019637
Inestrillas,41.9701091,-1.9855264
Sete,43.4014434,3.6959771
Mazagón,37.14597,-6.8562644
Callosa de segura ,38.1251825,-0.8778548
Xirivella,39.4639546,-0.4293866
El ronquillo ,37.7260948,-6.1765564
As neves,42.0871129,-8.4150653
Villarrubia de los ojos,39.2181465,-3.6070212
Jaraiz de la vera ,40.0598888,-5.7551824
Gójar,37.104497,-3.6057759
Belgida,38.8595605,-0.47474
Benicàssim,40.0554964,0.0644165
San lorenzo de la parrilla,39.8502261,-2.359628
Muchamiel ,38.4134445,-0.4451504
Salamanca ,40.9651572,-5.6640182
Valdesoto siero,43.3627518,-5.6523304
Orcoyen,42.8234903,-1.7022679
Chiclana ,-45.8712883,-67.4942556
Alpedrete ,40.6599005,-4.0251223
Atarfe,37.2226964,-3.6865662
Alcorcón ,40.3492998,-3.8284295
Larraga,42.5580517,-1.8500707
Pozo cañada ,38.8028984,-1.7346942
Calvia,39.5464408,2.5113385
"Barcelona,rubi",41.4936194,2.0319476
Soria ,41.60125045,-2.721938035449954
Mont roig del camp,41.0846728,0.9613021
Zujar,37.5414741,-2.8416795
Pedreguer,38.7938437,0.0343336
"La floresta, sant cugat del vallés ",41.4478853,2.0731251
Melilla,35.2918698,-2.9409026
Bueu,42.3272768,-8.7863966
Batea,41.094279,0.3140574
San clemente ,39.4037093,-2.4274052
"L ,albir.l,alfas del pi",38.5742778,-0.0807527
Vilanova de bellpuig,41.60441255,0.9574423884063874
Lora del rio,37.6574267,-5.5275818
Idiazabal,43.0106787,-2.2336128
Alcoy/alcoi,38.6982275,-0.4747767
Facinas,36.141804,-5.6988895
Benifairo de les valls,39.7277183,-0.2686309
Chulilla,39.6563771,-0.8921028
La cueva-castañeda,43.31718,-3.89826
San martin de la vega,40.2110462,-3.5771806
Tivenys,40.9063633,0.5123178
Cala ratjada,39.7106384,3.4602126
Vilagarcía de arousa,42.5947625,-8.7669178
La vall de laguar,38.776511,-0.1066273
Candamo,43.45568405,-6.056660292694482
