city,lat,lon
Guardamar,38.0899985,-0.65381
Pruvia,43.44256,-5.7871689
Baeza ,37.9945171,-3.4708163
Castelldans,41.4980663,0.7663389
Bell-lloc urgell ,41.6321157,0.7769267
Orna de gallego,42.4510695,-0.4369559
Alcázar san juan,-26.7101787,-54.8142209
Cervia de ter,42.0676956,2.9122136
S’ arracó ,39.5784279,2.39134
Purchena,37.3476473,-2.361327
Canales-la magdalena,42.7815647,-5.8102738
Erla (zaragoza),42.1150034,-0.9476339
Sant joan alacant,38.7815044,0.1509366
Sant miquel d'olerdola ,41.3209905,1.7211878
Miñon-medina de pomar,42.9469514,-3.5008958
Ariany,39.6507976,3.1115282
Toras,44.860152,3.5665383081043753
"Arroyo del ojanco, ",38.3217918,-2.8934526
R,-22.9110137,-43.2093727
Sant miquel de balenyà,41.8417656,2.2509899
Lixa,41.3212197,-8.1455091
Móstoles (madrid),40.3238525,-3.8649214
Villanueva del rey,38.1982093,-5.1526791
Nuevo baztan ,40.3659255,-3.2443102
Premià de dalt,41.5076668,2.3437394
Villamediana,42.0501652,-4.3612173
Barro - llanes,43.4333525,-4.8294839
Granda - siero,43.3821733,-5.7806688
Ribarroja de ebro,41.2514635,0.4855561
Benalmadena  costa,36.5931193,-4.5253759
Torreaguera,37.9811624,-1.0539966
Murcia (barrio del progreso),37.9649426,-1.1193736
Torre de benagalbon-rincón de la victoria. (málaga),36.7132853,-4.2701157
La pobla de montornes,41.1770998,1.4148506
Nigrán ,42.1405445,-8.8070821
Sa cabana,39.6051351,2.6895681
Laroles- nevada,37.0082612,-3.0143759
Pancar,38.197105,27.234938
Mieres del camino,40.2989952,-3.8067392
Vinalesa ,39.537576,-0.3706682
Baños de montemayor,40.317844,-5.8573031
Valterna ,39.511896050000004,-0.4313411594625642
La secuita,41.2040962,1.280166
Donostia/san sebastián,43.3224219,-1.9838889
L´ametlla del valles,41.669334,2.2614527
Orduña ,42.994926,-3.009915
Bètera,39.5893699,-0.4599648
La roca del vallès ,41.5883381,2.3314594
Chiclana cádiz,36.4612159,-5.9304903
Retamar ,39.9491305,-0.8555227
Sierra nevada,36.58,-118.3
Andes (navia),43.5475594,-6.7054146
Shanghai,31.2322758,121.4692071
Arazuri,42.81439795,-1.7192728360246083
Meres- siero,43.3747864,-5.7436084
Iriepal,40.6387506,-3.1204448
Pradena,41.1392418,-3.6886496
Santoyo,42.2149995,-4.3431765
La gangosa-vicar,36.8066332,-2.6216922
Yunquera de henares,40.7546981,-3.1662667
Pilar de la horadada ,37.8675489,-0.7925673
Puerto de la torre,36.7459774,-4.4690072
Alcaudete jaen,37.5881403,-4.0812937
"Barcelona,el masnou",41.4796899,2.3118347
Santiago y zaraiche-murcia,38.0076893,-1.1296259
Villanueva de algaidas,37.1831293,-4.449969
Vila nova de famalicao,41.4065175,-8.5187481
Sant lluís-menorca,39.8491294,4.2579831
Langreo riaño,43.328076,-5.7199063
22500,48.76402065,-3.0469413950584987
Sardon de duero,41.6085193,-4.4339323
Senyera,39.0635511,-0.5099664
Alesanco,42.414271,-2.8171672
Rivabellosa ,42.70748145,-2.910671225358138
Real de gandía,38.9482364,-0.1915574
Buenos aires,-34.6075682,-58.4370894
Aldeamayor san martin,41.5121927,-4.6398863
Pallejá ,41.4223425,1.9969904
Vila frescainha são martinho,41.5333947,-8.6366198
Madrid (pozuelo de alarcón),40.4346528,-3.814834
"Donostia-san sebastian,",43.3224219,-1.9838889
Camarma de esteruelas- madrid,40.5490368,-3.3786211
Cúllar,37.5835402,-2.5766049
Santa ana,33.7494951,-117.8732213
Corrales de buelna,43.2619686,-4.0667653
Lleida (torrefarrera),41.6735377,0.6066894
Llanars,42.3197051,2.3435638
Steinbach (taunus),50.1672827,8.572208
Torre de don miguel,40.2239881,-6.5770635
Villa de don fadrique,39.6180333,-3.2182294
Mendavia ,42.4443738,-2.2003562
Alozaina,36.727762,-4.8579969
Esplugas de llobregat,41.379970650000004,2.0911754420236393
Ermidas sado,38.0079166,-8.4126882
London ,51.5073219,-0.1276474
Vega del ciego (lena),43.1394497,-5.8243203
Argentona ,41.5554326,2.4002787
Lanaja,41.7730487,-0.3260224
La ñora,37.9902791,-1.1960206
S' agaró platja d'aro,41.7947494,3.0560269
Arjonilla ,37.9740992,-4.1068464
Guils de cerdanya,42.4479402,1.879737
Mishima shi,35.147361,138.948903
La vilella baixa,41.2199862,0.7634519
"Costa ballena, rota ",36.690183450000006,-6.4124292678237875
Getxo (bizkaia),43.3479409,-3.0087671
Castellet i la gornal,41.26896345,1.65708368662711
Montpellier,43.6112422,3.8767337
Guadalajara. ,20.6720375,-103.338396
Sant pau d'ordal,41.3832975,1.7961019
Ciutadella de menorca ,40.0017479,3.8376613313267955
Catarroja (valencia),39.4033747,-0.4028759
Pelayos de la presa ,40.3605272,-4.3334254
Barruera,42.5053987,0.8009412
Ricote ,38.1540529,-1.3668162
Cofrentes,39.2299883,-1.0619387
Sant feliu de pallarols,42.0758164,2.5078037
Pobleta de bellveí,42.3453418,0.9606279
Jimenez de jamuz,42.2648745,-5.9291703
La vall d' uixo,39.8235837,-0.2316995
"Felguera, la (langreo)",43.313992400000004,-5.678875053507519
Mallén ,41.9046128,-1.4205413
Albendin,37.6697494,-4.2377031
Marne,48.961264,4.31224359285714
Barro,46.0004562,0.2267335
Montequinto (dos hermanas),37.3421159,-5.9346082
Vigo(pontevedra),42.2376602,-8.7247205
La portilla - llanes,43.4108243,-4.7556565
Lepe/huelva,37.2551712,-7.201556
Llocnou d'en fenollet,39.0124141,-0.4664784
Llocnou d' en fenollet,39.0124141,-0.4664784
S.joao das lampas,38.8816713,-9.405604762891828
Puebla de alcocer,38.9855852,-5.2554476
Golpejas,40.9998207,-5.9078911
Torreperogil ,38.0354951,-3.2882906
Santiago ,-33.4377756,-70.6504502
El poal,41.6786341,0.8557482
Ollería ,38.9144633,-0.5535651
Morón de la frontera ,37.1215305,-5.4559583
Es figueral-marratxi,39.6253908,2.7254749
El prat llobregat,41.3246333,2.0952568
Vagos,40.5538919,-8.680915
Langa,41.0076625,-4.8587225
Camarma de esteruelas ,40.5490368,-3.3786211
El albir,39.1828157,-0.9645398
Riogordo,36.9152823,-4.2934765
Alcaidesa,36.2396697,-5.3218031
Huércanos,42.4287945,-2.6944867
Fernán nuñez,37.669931,-4.7253088
Ballobar ,41.620467,0.1919892
 barcelona,41.3828939,2.1774322
Bollullos par del condado ,37.3382055,-6.5384658
Valdeganga ,39.1357484,-1.6770233
Allo,42.5673713,-2.0211169
Vall d\'uixó (la),39.8235837,-0.2316995
Òrrius,41.5551821,2.3549387
Cornellá de llobregat ( barcelona),41.355724,2.0706225
Casares de las hurdes ,40.4401453,-6.2883001
Montefrio ,37.321018,-4.011123
Sant cugat del valles (barcelona),41.4728432,2.0817809
Alpicat ,41.6651189,0.5560656
Monóvar ,38.4387815,-0.8396316
Begues ,41.3328119,1.925468
Legazpi ,43.051235,-2.3344403
Castiglione delle stiviere ,45.3896766,10.4888745
Canet d’en berenguer,39.6800217,-0.2211327
Nuevo portil ,37.2165001,-7.0669657
Goizueta,43.171748,-1.8640588
Bugarra,39.6085472,-0.7758284
Gordexola ,43.1798646,-3.0739299
Mairena del aljarafe-sevilla,37.3444908,-6.0606771
Noain ,42.73169675,-1.5874601671218005
Fernan-nuñez,37.669931,-4.7253088
Parres,43.3588207,-5.184655747613598
...madrid,40.4167047,-3.7035825
Illano,43.3333974,-6.8642416
Oliveira de azeméis ,40.8390118,-8.4777807
Lumbier,42.6522082,-1.3083408
Santa gertrudis de fruitera,38.9982318,1.4284697
Almensilla ,37.3100014,-6.1130523
La canyada - paterna,39.5287349,-0.485945
Sta. eulàlia de ronçana,41.6523952,2.229264
La lastrilla (segovia),40.9686225,-4.1036217
Quijano de pielagos,43.369238,-3.9572846
Don alvaro,38.8484898,-6.2748746
Santa susanna ,41.6357256,2.7065933
Becerril de campos,42.1079127,-4.6397799
Madridejos ,39.4697204,-3.5353737
Logrezana - carreño,43.5567792,-5.817577900000001
Ojuelos bajos ,38.199306,-5.380774
Nerga - hio - cangas,42.2602034,-8.825151
Madrid (la moraleja),40.5320326,-3.6354938
Santiago y zaraiche,38.0076893,-1.1296259
Ardales,36.8781793,-4.8468061
Huercal-overa ,37.3905441,-1.9436597
Sto.andré de vagos,40.5111504,-8.6770047
Viella-siero,43.3991129,-5.7846784
 villaviciosa de odón ,40.3573787,-3.9002334
Siguenza,41.0680324,-2.6405659
Alegria-dulantzi ,42.8424145,-2.512674
Torrent ,39.436668,-0.4656213
Ametlla del valles,41.4716695,2.1798272
Fonteta,41.9502128,3.0579179
Helguera de molledo,43.15773,-4.03571
Venda do pinheiro,38.9234466,-9.2318583
La pesquera,39.5720418,-1.5852092
Ciudad de la imagen pozuelo de alarcón madrid,40.3970914,-3.783985
Arriondas (parres),43.3892173,-5.1848708
La portellada,40.8819406,0.0558979
Paradela,42.764594,-7.567601
Sant jordi - ibiza,38.8872308,1.3984646
"Costa de la calma, calvia",39.526035,2.4710682
El pobo de dueñas,40.7762278,-1.6500158
Granatula,38.7958912,-3.7429733
Palos de la frontera ,37.2277697,-6.8932258
Anies,47.4134737,24.7685296
Nueva andalucia - marbella,36.5059791,-4.9660031
Cabo de gata,36.7210296,-2.1932327
Álora ,36.8238814,-4.7063011
Carchelejo,37.6356068,-3.6405311
"Corrales,aljaraque(huelva)",37.276083,-6.991147
Guardiola de berguedà,42.2338584,1.8792389
Olmeda de las fuentes,40.3695225,-3.2213199
San justo de cabanillas,42.6935749,-6.365195
Alcalá del valle,36.905066,-5.17261
Hospitalet de ll..,45.0725794,1.6195179
Montefrio,37.321018,-4.011123
Begijar ,37.9853073,-3.5342046
Villalgordo del júcar,39.2970238,-2.0631959
Matiena abadiño,43.1695711,-2.6080758
Durcal,36.9879333,-3.5663828
Torralba de calatrava ,39.0170808,-3.7502053
Logrosán,39.3369433,-5.4923918
Oliva ,38.9202443,-0.1208981
Port d´alcudia,39.8419877,3.1329813
Montefrío,37.321018,-4.011123
Alcoletge ,41.6472222,0.6944444
Moratalla ,38.1884392,-1.8909344
San cebrian de mazote,41.6811342,-5.148057
Ribadavia,42.2880044,-8.1429521
Vilarig,42.2865551,2.833703
L¨hospitalet de llobregat,41.3598601,2.0997927
Navalcan,40.0690965,-5.0931741
Paço de arcos -oeiras,38.70158605,-9.290442061077108
Almerimar - el ejido,36.707867,-2.8074558
Retortillo,40.8016102,-6.359478
Membrilla ,38.9724781,-3.3464983
07518,39.61191854,2.9712796481679637
Els alamus ,41.6144087,0.7397036
Marines,49.1451519,1.9831777
Pueblo nuevo de guadiaro ,36.2941991,-5.298294728662281
Valverde del majano,40.9566112,-4.2347062
Aa pontes,43.5282167,-7.8103273
Alcalá del río ,37.5180353,-5.9800363
Venta de baños ,41.9206919,-4.4931598
Xeresa (valencia),39.0101346,-0.2168106
Porto cristo ,39.5423251,3.3344312
Sanxenxo ,42.4003559,-8.8065952
Bossòst,42.7859893,0.69312
San juan de los terreros - pulpí,37.3608107,-1.6636704
L´hospitalet de l´infant,40.9930816,0.9226161
Los rocas del jimenado,37.7719122,-1.041257
Puebla de la reina,38.6642477,-6.1025897
La pobla de valbona,39.5907339,-0.5532185
Taco,28.4467554,-16.2997811
Sollana(valencia),39.2784514,-0.3818215
Alamillo ,38.6780447,-4.7899773
Ágreda,41.8548465,-1.9214614
Paracuellos de jarama - madrid,40.5048527,-3.5317621
Vila do conde -azurara,41.3455324,-8.7344345
Barbadás,13.1500331,-59.5250305
Grao castellon,40.6160785,0.0525724
Sant cugat (mirasol),41.4707603,2.0415723
Tardelcuende,41.5939539,-2.6443811
Carnota ,42.821959,-9.0878032
Les avellanes i santa linya,41.91649375,0.7731900017536701
Los canovas ,37.7349107,-1.2799837
Villamartín ,36.8591822,-5.6434544
Ferrol (a coruña),43.4846862,-8.233162
Valtorres,41.2987043,-1.7407117
"Parla,madrid",40.2373952,-3.7718902
Moraleda de zafayona,37.170001,-3.9651417
Arcade-soutomaior,42.3422183,-8.6084756
Zarzosa,42.1811414,-2.3416978
Hospitalet de ll,45.0725794,1.6195179
Pueblo: ponte,41.4712798,-8.3384362
Hernán-pérez ,40.2122236,-6.4639674
Sariñena,41.7933952,-0.1574134
Moia,41.8130391,2.0978412
Vélez málaga ,36.7818354,-4.0988099
El vedat de torrente,39.4237111,-0.4957689
Las cabañuelas,39.7516288,-2.4368139
Cervera del río alhama,42.0058319,-1.9554794
Santo domingo de las posadas,40.8118343,-4.6344621
Vcia,-34.7434504,-58.3922439
Lorenzana,43.5352109,10.535052
Berrocal ,37.6087962,-6.5422243
San bizenti-barakaldo,43.2957886,-2.9957681
Pedrosillo de los aires,40.7149387,-5.7050775
Molina de rei,41.3510781,2.0832613
Baños de río tobía,42.3348282,-2.7612306
Santullan,43.3472893,-3.2106634
Alameda de cervera,39.2650266,-3.1268463
Zulueta,15.4798239,120.9571994
Tarrega ,41.6472761,1.1409115
Bellaterra ,41.5025932,2.0800563
Costa del silencio,28.0096953,-16.6455427
Labiano,42.76359325,-1.552991351746351
Vandoma,41.203628,-8.3973416
Lloret,40.7672507,0.3783743
Vilafranca del penedés,41.3463825,1.6995213
Les roquetes de sant pere de ribes,41.2272853,1.7476848
Gouxaria - alcanena,39.475624,-8.6482157
Bielsa,42.6335545,0.2188591
Albarracin,40.4072825,-1.4442792
Playa de las americas - arona,28.0601971,-16.7310532
 donostia ,43.3224219,-1.9838889
Ollavarre ,42.8186119,-2.8360394
Sant hipòlit de voltrega ,42.0152733,2.2376471
28005 madrid,40.40926023937938,-3.7099775751625392
La umbria- aracena,37.860975,-6.4591676
Valmojado ,40.2043735,-4.0908078
Muñoveros,41.1725058,-3.9522939
Rincon de la victoria ,36.7162109,-4.2793767
Puente de genave ,38.3545624,-2.8031995
Serrato,44.4400439,9.0077608
Trasona - corvera ,43.551007,-5.8777827
L’hospitalet de llobregat,41.3598601,2.0997927
Fuente del pino,38.6704494,-2.126652
Trujillanos,38.9511141,-6.2587791
Sao mamede de infesta,41.1912232,-8.6106388
San cristóbal de la laguna,28.4857715,-16.3159422
Aras de los olmos,39.9242294,-1.1332322
Loulé,37.21427465,-8.086523815250887
Cabañaquinta - aller,43.1617502,-5.623413
Real,29.7949383,-99.8280905
Redovan ,38.1151709,-0.9069281
Villafranca ,44.2957339,12.0181633
Villar de gallimazo ,40.9536258,-5.2887111
Llucmajor ,39.4907968,2.8926134
47410,44.617449075,0.47834097161748695
La granja de san ildefonso,40.9006043,-4.0054657
La vall d’uixo,39.8235837,-0.2316995
La garrovilla,38.9219588,-6.4760832
Algorta    getxo,43.3530429,-3.0134081
San juan aznalfarache,37.3599507,-6.03286
Torrox ,36.760744,-3.9523663
Benferri ,38.1406587,-0.9628468
Sta perpetua mogoda,41.52883275,2.1975340784060187
Aldaya ,39.4647886,-0.4607604
Burjassot (valencia),39.5090599,-0.4108581
Winchester,51.0612766,-1.3131692
O grove ,42.4693872,-8.8949654
Alonsotegi ,43.2460224,-2.9890455
000000,24.9290266,55.020876766666674
Priego de cordoba ,37.4384292,-4.1980422
La vila joiosa,38.5100778,-0.2296202
Valverde del fresno ,40.2241479,-6.8781742
L'olleria,38.9144633,-0.5535651
Nava del rey,41.3304513,-5.0813732
Piedrahita,40.4635304,-5.3277166
Higuera la real,38.1426642,-6.6895703
Rosalejo,39.993376,-5.4567741
Yecla de yeltes,40.9595529,-6.488173
Las palmas de gc,27.9619072,-15.5719455
Cadaqués ,42.2893484,3.2752159
Benalup-casas viejas,36.3449297,-5.8137236
Fresno el viejo,41.1962185,-5.1463866
Cala de villajoyosa,38.5157326,-0.1856905
Santa maría del páramo ,42.3536942,-5.7500761
Sienes,41.2005167,-2.6535489
Oiardo (urkabustaiz),42.9887505,-2.9277474
Portol ,46.3029585,11.0599391
Castillo de locubin ,37.5279563,-3.9422486
Santa cruz (murcia),38.017309,-1.0522041
Arapiles,40.8938024,-5.6454046
Hospitalet del llobregat ,41.3610471,2.097280588733148
Motri,44.06521,7.73733
Rociana del condado ,37.3082195,-6.5978918
Pinarejos,41.2594806,-4.292713
Castellar ,44.621234,7.437425
St.quirze del valles,41.530143,2.0820052
Villanueva de la torre ,40.5926539,-3.3040212948602194
Villarquemado (teruel),40.5170637,-1.265061
Gamonal,42.3539136,-3.6681082
Palazuelos de eresma ,40.9305036,-4.0594473
Villanueva serena,38.968788849999996,-5.807363799233542
 san juan alicante ,38.3680379,-0.562756
Sardiñeiro-fisterra,42.9481276,-9.2392928
Villarino de los aires,41.2702654,-6.4681957
Leeds,53.7974185,-1.5437941
Maracena (granada),37.2076275,-3.633024
San jose del valle ,36.6062584,-5.7997029
Maceira,39.6847926,-8.8944977
Valsain,40.8783209,-4.0258865
La alberca de las torres,37.9410106,-1.1398814
Villablino ,42.9388713,-6.3183421
Santa cristina d aro,41.813979,2.9974879
Son ferrer - calvia,39.4969377,2.5013206
Alfarrasí,38.903726,-0.496155
Pegões,38.68008015,-8.591171494214755
Valencia  (bétera),39.5893699,-0.4599648
Arcade - soutomaior,42.3422183,-8.6084756
Lanteira,37.1687458,-3.1382211
Jubar,52.6879051,10.9097113
El  vendrell,41.2199677,1.5348566
Oia,42.0010005,-8.8753311
Coslada madrid,40.423802,-3.5552882
Castellfollit de la roca,42.2193323,2.5512465
Villaluenga de la sagra ,40.0271087,-3.9115161
Armilla ,37.1431197,-3.6277259
28810,19.275185,-104.23148133333335
Tabaiba baja,28.402878,-16.3317762
Priañes,43.37604225,-5.969407797419402
Gibraleón ,37.3746324,-6.9690748
Fafe,41.451406,-8.1708502
Gilbuena ,40.4150429,-5.606348
"La palma, cartagena",37.6892586,-0.9626652
Ribaroja,39.5479846,-0.5803803
Alcabideche,38.7338374,-9.4090463
San juan de la encinilla,40.8302999,-4.8379499
Sto antonio da charneca,38.6246943,-9.031607
Barreiro,38.6340657,-9.047856727251068
Reocin,43.35017945,-4.115622211730858
La cala del moral- rincón de la victoria,36.7183372,-4.3089321
Santo antónio da charneca - barreiro,38.6246943,-9.031607
Castro del río,37.6911602,-4.4826954
La frontera,40.4010784,-2.2170389
Rincon del obispo  ( coria),39.9654998,-6.4924529
Delães,41.3850727,-8.4192153
Mucientes,41.7425016,-4.7625466
Oliana,42.0952259,1.3108367194282482
Velilla de valderaduey,42.5569672,-4.9686189
Benetússer ,39.4228928,-0.3974783
San juan de moró,40.0609116,-0.1371097
Arenillas de riopisuerga ,42.3558474,-4.2337768
Goián,42.8126534,-7.4754976
Palma de mallorca (islas baleares),39.5695818,2.6500745
Villaverde de guadalimar,38.4558554,-2.5181364
Sant esteve de palautordera ,41.7040768,2.4343426
Mojácar playa,37.1183059,-1.8378437
Rafal (alicante),38.1036225,-0.8499366
Castell d' aro,41.8151092,3.0310571
Arnuero,43.4713844,-3.5675443
El altet elche,38.284417700000006,-0.5657529081106044
Jauja,-11.7751615,-75.5000068
Castellbell i el vilar,41.640276799999995,1.847203496119266
Chiqueda,39.5415974,-8.9534183
Mazarrón ,37.5986534,-1.3138511
Sant vicenç de torelló,42.0630229,2.272337
"Celorio, llanes. ",43.4247743,-4.8113434
"Coll d,en rabassa",39.5497882,2.699638560622948
Leiza,43.0806959,-1.9163064
La rabita,37.5049588,-4.0580576
Alaior (menorca),39.9337077,4.1397673
Huércal de almeria,36.8836087,-2.4398613
Son veri nou ( llucmajor ),39.4920988,2.7420013
Alcadozo,38.6488936,-1.980391
Lahiguera,37.9710139,-3.9914609
Valdesamario,42.727622100000005,-6.029604825265219
Montcada,39.5450484,-0.3941015
Alomartes,37.2635956,-3.9129575
Cájar,37.1342232,-3.5712824
Port alcudia,39.8433184,3.1330032388592963
Sigüenza ,41.0680324,-2.6405659
El ventorrillo,40.1643941,0.1640579
La fatarella ,41.1625016,0.4734986
Bubion,36.9488544,-3.3570047
Benicarlo ,40.4180244,0.4229813
Ganzhou,25.8332103,114.9287362
Ariño,41.0300958,-0.5923526
Ibahernando ,39.3263903,-5.9172846
Belicena . granada,37.1729422,-3.688527
San josé del valle,36.6062584,-5.7997029
La felipa,39.0405325,-1.7027629
Catalunya,41.8523094,1.5745043
Meres (siero) ,43.3747864,-5.7436084
Montornes del valles (08170),41.542545,2.2670557
Fuente álamo ,38.7053213,-1.4492230913225232
A,14.8971921,100.83273
Vilanova  i la geltrú,41.2241992,1.7256327
Reggio calabria,38.1035389,15.6397556
El toro,39.9824584,-0.748406
Ciutadella (menorca),40.0006767,3.8355966
Algorfa,38.0862119,-0.796152
A rúa,42.3951056,-7.1141645
Gargantilla de lozoya,40.96551504999999,-3.7077907634147276
San ginés,40.6247342,-1.4728276
Borgonya,47.27808725,4.222486304306048
Penedo,-10.2872341,-36.5819262
El papiol ,41.4364229,2.0099593
Soutomaior ,42.3367549,-8.5712973
Bienvenida ,38.2986483,-6.2100194
Kuala lumpur,3.1516964,101.6942371
Canfranc estacion,42.749945,-0.5157629
Lemona,43.2098775,-2.7788097
Etxauri,42.7932285,-1.7900237
Los barrios(guadacorte),36.1916821,-5.4257625
O burgo ,43.4532737,-7.7439915
Lamego,41.0717403,-7.814995487505705
Mondejar,40.3229399,-3.1089503
Villatoro-burgos,42.3744797,-3.6918493
Zenotz,42.9760274,-1.676018
Casares ,36.4433477,-5.2728863
Amsterdam,52.3727598,4.8936041
Puigcerdá,42.4317966,1.9278693
L’eliana,39.5659086,-0.5302784
"Mislata, valencia",39.4751444,-0.4179125
Socuellamos( ciudad real),39.2834014,-2.7904645
"Miravalles, villaviciosa",40.3562276,-3.8833023
Chucena ,37.3636792,-6.3930714
Samir de los caños,41.6735174,-6.1637332
Pravia ,43.4895855,-6.1139029
28045,40.39731525095463,-3.6936467868390506
Tijola ,37.3449275,-2.4391712
Albelda,41.864975,0.4605062
Barco de valdeorras (o),42.4161908,-6.983967
Mata de quintanar,41.0272882,-4.1112668
Caparica,38.653741049999994,-9.208969409268294
Robledillo de gata,40.3226859,-6.4709147
Pozo de guadalajara,40.4954105,-3.1806297
Pamplona iruña,42.8184538,-1.6442556
Cabañas raras,42.6201168,-6.636473
Sobralinho,38.9173535,-9.0260969
Barbaño,38.874534600000004,-6.587097810500908
La palma,28.6552318,-17.85732234254766
Pinar de antequera,41.5862795,-4.7553905
San joan despí,41.3667951,2.0570346
Vilareal,44.6372843,0.742977
Mora ,39.683248,-3.7729231
Vila verde,41.6488247,-8.4362569
Los carlos,36.7636027,-3.3771648
Santa euralia del rio,38.982811850000004,1.533846872283621
Villabona ,43.1876792,-2.0534727
Griñon ,40.2136607,-3.8581479
Islas baleares,39.613432,2.880353635614984
Guardias viejas ( el ejido),36.7008594,-2.8418645
46024,59.17246126304348,26.05418445663197
Plasencia de jalon,41.6811352,-1.2297309
Lastras del pozo,40.8789757,-4.3455922
Copons,41.6363657,1.5179333
Campillo de salvatierra ,40.5706225,-5.6766951
Castellon/castello,39.9881471,-0.051915
A rúa de valdeorras,42.3951056,-7.1141645
Algadefe,42.2196382,-5.5851273
Cenizate ,39.3036546,-1.6613917
Pontevel,39.1490107,-8.8379672
Corumbela,36.8214866,-4.0059479
Lliçà d’amunt ,41.6104867,2.2397066
Alpiarça,39.2388178,-8.561385912553156
Muruzabal,42.6887624,-1.7705509
Aitona ,41.4939531,0.4591083
Casar de cáceres ,39.5614765,-6.4171236
Anchuras,39.4795405,-4.8372815
Macisvenda,38.2643643,-1.0190358
La villa de don fadrique ,39.6180333,-3.2182294
Casar (el),40.3183334,-3.7102212
Rafal ,38.1036225,-0.8499366
Sant carles de la rapita ,40.6176588,0.5899322
Santa maria del aguila (el ejido),36.780645,-2.7736816
Carrizo de la ribera,41.8176442,-1.142781
San juan  terreros,42.837644,-3.4259863
Sant jordi desvalls,42.0711342,2.9534594
"Raxo, poio",42.4032443,-8.7552749
Grado/grau,43.3945564,-6.063653
Arce ,42.88939555,-1.378048832858842
Navezuelas,39.5110147,-5.4392788
Odivelas ,38.7953835,-9.18782210264363
El vedat de torrente ,39.4237111,-0.4957689
Tazona,38.3044686,-1.9121932
Esquivel,22.8070171,-83.0186981
Carranque ,40.1702567,-3.9000333
Madrid (sevilla la nueva ),40.3475422,-4.0275268
Trigueros del valle,41.829866,-4.6502714
Peñiscola ,40.3576361,0.4071043
Meira-moaña,42.3008907,-8.7132814
San miguel de meruelo,43.459509,-3.585228684905662
El puerto  santa maria,-11.2982029,-67.7858482
Codesal ,41.9694898,-6.3816166
Verín ,41.9406091,-7.4406032
"Cañada de san urbano, almeria",36.8414444,-2.4070041
Oviedo (asturias),43.3604218,-5.8450534
Íscar ,41.3634512,-4.5338953
"Aljaraque, huelva",37.2664912,-7.0246859
 sant just desvern (barcelona),41.3815832,2.0750677
Castillo caleta de fuste ,28.39405185,-13.859453171553703
El burgo ,36.789244,-4.9476509
La barraca de aguas vivas ,39.0978397,-0.3722992
Algemesí ,39.190758,-0.4357471
Sant vicenç de montalt ,41.5787122,2.5103642
Beniajan-murcia,37.9752568,-1.0711116
Almazán ,41.4870645,-2.5335988
Cogullada,39.1103825,-0.4626113
Santa amalia ,36.7382543,-4.4149838
Valdehornillos ,39.057687,-5.9762537
Lousã,40.1284737,-8.231637793854823
Salceda de caselas ,42.1021279,-8.5579472
 mahon,39.8894819,4.2661641
Gaucin ,36.5192377,-5.3177544
Arroyo de la miel benalmadena,36.5990832,-4.5350332
Albir alfaz del pi,38.5748194,-0.0686757
Paredes (lugones),43.392198,-5.8128523
Baños de rio tobia,42.3348282,-2.7612306
San pedro,5.014152,-6.940223716273168
Esterri d'aneu,42.6274685,1.1228821
Sayalonga,36.7982701,-4.012961
Don  benito,38.9540269,-5.8619466
El rompido (cartaya),37.2225915,-7.1237849
Cayés,-0.2545091,-78.5608151
Sant julià de ramis,42.0280167,2.8539991
Alatoz,39.0955185,-1.3610539
Puebla de brollon,-34.782660449999995,-58.41205396249154
Sant pere de vilamajor ,41.6843288,2.3900497
Paço de arcos,38.70158605,-9.290442061077108
Zürich,47.3744489,8.5410422
Torredonjimeno (spain),37.7610096,-3.9511024
Pola de laviana ,43.2465404,-5.5659055
Villafamés ,40.1126075,-0.0541178
Asturias,43.271087800000004,-5.854145744587305
Caleta de vélez,36.7497837,-4.0728322
Turón (mieres),43.2092714,-5.7420773
Los balcones ,37.9605716,-0.7273857
San carlos de la ràpita ,40.6176588,0.5899322
Pobla de segur,42.2473665,0.9672725
Ondarroa ,43.3207293,-2.4207497
Perelada,42.3085047,3.0089916
Olocau (urb. pedralvilla),39.6544482,-0.5200366
Riaño-solorzano,43.3500666,-3.5974631
Las ventas de retamosa ,40.1549585,-4.1142313
El berrón (siero),43.3848504,-5.7011652
Albocàsser,40.3571915,0.0245058
Bescano,41.9670349,2.7389937
Valdefresno,42.5940041,-5.4926699
Búger,39.759085,2.9856092
L. alcora,40.0744223,-0.2138589
Azagra ,42.311403,-1.8946708
Alacant - alicante (03008),38.3436365,-0.4881708
Alcobendas/ madrid,40.5400082,-3.6358494
Puig reig,41.9735499,1.8775308
Guarnizo ,43.39953,-3.83026
San vicente de alcántara ,39.3609027,-7.135638553234192
Ciutadella ,40.0006767,3.8355966
El cubo de tierra del vino,41.2558502,-5.7087521
Posada de llanes,43.4241349,-4.8630529
Villajoyosa/vila joiosa (la),38.5137783,-0.2168909
Laudio/llodio,43.1430692,-2.9624876
Lluchmajor,41.390279,2.001387
Madrid torrelodones,40.5762809,-3.928603
Castropodame,42.5809609,-6.4677875
Barrio de la vega - monachil,37.1343834,-3.5624675
Tarifa ,36.0127749,-5.6048873
Valldoreix  (sant cugat del vall,41.4562644,2.0550012
San pedro de alcántara marbella ,36.486635,-4.990532
Arandigoyen,42.6672468,-1.9895516
Barberá del valles,41.5172534,2.1265942
Alalpardo ,40.629687,-3.4741372
Vilamacolum,42.1965528,3.0571146
